EvaluationID,SlopeCollected,SlopeStartTransect,SlopeEndTransect,SlopeReachLength,TotalElevationChangePass1,TotalElevationChangePass2,TotalElevationChangePass3,SlopeMethod,SlopeFlag,PoolsCollected,PoolReachLength,RecordID
OT-LS-7017_2014-06-20,Fully Collected,A,K,150,1.95,1.96,,Transit,Within 10 percent,Fully Collected,150,OT-LS-7017_2014-06-20
XN-SS-4097_2014-06-18,Fully Collected,A,K,150,3.31,3.27,,Transit,Within 10 percent,Fully Collected,150,XN-SS-4097_2014-06-18
MS-LS-3016_2014-06-15,Fully Collected,A,K,160,3.9,3.84,,Transit,Within 10 percent,Fully Collected,160,MS-LS-3016_2014-06-15
MP-SS-2113_2015-08-02,Partially Collected,A,I,120,8.31,8.3,,Transit,Within 10 percent,Fully Collected,120,MP-SS-2113_2015-08-02
MN-LS-1009_2014-07-11,Fully Collected,A,K,270,0.942,,,Transit,Only one pass,Not Collected,270,MN-LS-1009_2014-07-11
XE-SS-5140_2015-07-19,Fully Collected,A,K,150,7.2,7.255,,Transit,Within 10 percent,No Flow Not Collected,150,XE-SS-5140_2015-07-19
NW-SS-9262_2015-07-12,Fully Collected,A,K,150,8.05,8.1,,Transit,Within 10 percent,Fully Collected,150,NW-SS-9262_2015-07-12
XS-LS-6011_2014-06-28,Not Collected,,,,,,,null,,Fully Collected,120,XS-LS-6011_2014-06-28
MS-RM-3074_2014-08-20,Not Collected,,,,,,,null,,Not Collected,1450,MS-RM-3074_2014-08-20
XN-LS-4003_2014-06-23,Fully Collected,A,K,150,4.94,,,Transit,Only one pass,Fully Collected,150,XN-LS-4003_2014-06-23
MN-SS-1134_2014-07-12,Not Collected,,,,,,,null,,Fully Collected,150,MN-SS-1134_2014-07-12
OT-RO-7093_2015-06-28,Not Collected,,,,,,,null,,Not Collected,1280,OT-RO-7093_2015-06-28
OT-LS-7001_2014-06-18,Fully Collected,A,K,530,0.81,0.81,,Transit,Within 10 percent,Fully Collected,530,OT-LS-7001_2014-06-18
CO-RO-9435_2015-08-03,Not Collected,,,,,,,null,,Not Collected,1240,CO-RO-9435_2015-08-03
AA-STR-0001_2014-08-09,Fully Collected,A,K,150,4.474464,4.474464,,Transit,Within 10 percent,Not Collected,150,AA-STR-0001_2014-08-09
GS-RO-9013_2015-07-02,Fully Collected,A,K,450,2.13,1.94,,Transit,Within 10 percent,Fully Collected,450,GS-RO-9013_2015-07-02
XN-SS-4120_2015-07-10,Fully Collected,A,K,150,10,10.4,,Transit,Within 10 percent,No Flow Not Collected,150,XN-SS-4120_2015-07-10
OT-SS-7128_2015-08-09,Fully Collected,A,K,150,3.06,1.93,3.08,Transit,Within 10 percent,Fully Collected,150,OT-SS-7128_2015-08-09
XE-LS-5018_2015-09-25,Fully Collected,A,K,680,22.37,23.6,,Transit,Within 10 percent,Fully Collected,680,XE-LS-5018_2015-09-25
AR-LS-8032_2014-06-14,Fully Collected,A,K,150,3.97,3.97,,Transit,Within 10 percent,Fully Collected,150,AR-LS-8032_2014-06-14
NY-LS-9225_2015-06-11,Fully Collected,A,K,150,4.23,4.13,,Transit,Within 10 percent,Not Collected,150,NY-LS-9225_2015-06-11
CO-LS-9452_2015-06-27,Fully Collected,A,K,150,1.47,1.41,,Transit,Within 10 percent,Fully Collected,150,CO-LS-9452_2015-06-27
EL-SS-8143_2014-07-05,Fully Collected,A,K,150,8,8.03,,Transit,Within 10 percent,Collected No Pools Present,150,EL-SS-8143_2014-07-05
NB-SS-9120_2014-08-20,Fully Collected,A,K,150,13.9,13.88,,Transit,Within 10 percent,Not Collected,150,NB-SS-9120_2014-08-20
XS-SS-6110_2014-06-14,Fully Collected,A,K,210,0.19,0.14,0.18,Transit,Within 10 percent,No Flow Not Collected,210,XS-SS-6110_2014-06-14
AF-SS2-9174_2014-08-08,Fully Collected,A,K,150,1.435608,1.435608,,Transit,Within 10 percent,Not Collected,150,AF-SS2-9174_2014-08-08
AR-RV-8059_2014-07-01,Fully Collected,,,150,0.49,0.49,,Transit,Within 10 percent,No Flow Not Collected,150,AR-RV-8059_2014-07-01
CO-LS-9423_2015-07-23,Fully Collected,,,150,1.42,1.79,,null,Not within 20 percent,Fully Collected,150,CO-LS-9423_2015-07-23
MS-RO-3087_2014-08-23,Not Collected,,,,,,,null,,Not Collected,1050,MS-RO-3087_2014-08-23
MP-SS-2086_2015-07-07,Fully Collected,A,K,150,8.86,8.85,,Transit,Within 10 percent,Not Collected,150,MP-SS-2086_2015-07-07
AF-LS3-9144_2014-08-10,Fully Collected,A,K,350,3.166872,3.166872,,Transit,Within 10 percent,Not Collected,350,AF-LS3-9144_2014-08-10
NB-LS-9119_2015-08-12,Partially Collected,D,I,75,1.14,1.15,,Transit,Within 10 percent,No Flow Not Collected,120,NB-LS-9119_2015-08-12
AA-STR-0011_2014-07-26,Fully Collected,A,K,240,3.995928,3.995928,,Transit,Within 10 percent,Not Collected,240,AA-STR-0011_2014-07-26
GS-LS-9009_2015-06-14,Fully Collected,A,K,700,5.92,5.83,,Transit,Within 10 percent,Fully Collected,700,GS-LS-9009_2015-06-14
XN-SS-4165_2015-08-09,Fully Collected,A,K,150,4.36,4.02,,Transit,Within 10 percent,Fully Collected,150,XN-SS-4165_2015-08-09
4524_2015-08-17,Fully Collected,A,K,150,18.19,18.22,,Transit,Within 10 percent,Fully Collected,150,4524_2015-08-17
OT-RM-7082_2014-07-24,Not Collected,,,,,,,null,,Not Collected,4000,OT-RM-7082_2014-07-24
ORWLF1008_2015-07-15,Fully Collected,A,K,150,13.14,13.07,,Transit,Within 10 percent,No Flow Not Collected,150,ORWLF1008_2015-07-15
NB-LS-9132_2015-09-11,Partially Collected,A,G,105,0.82,0.85,,Transit,Within 10 percent,No Flow Not Collected,150,NB-LS-9132_2015-09-11
GS-LS-9026_2015-06-28,Fully Collected,,,150,2.7,3.83,,Clinometer,Not within 20 percent,Fully Collected,150,GS-LS-9026_2015-06-28
AF-LS3-9172_2015-07-19,Fully Collected,A,K,190,1.490472,,,Transit,Only one pass,Not Collected,190,AF-LS3-9172_2015-07-19
SU-SS-8315_2014-06-12,Fully Collected,A,K,150,7.9,7.89,7.92,Transit,Within 10 percent,Fully Collected,150,SU-SS-8315_2014-06-12
MP-SS-2078_2015-09-13,Fully Collected,A,K,150,14.04,14.11,,Transit,Within 10 percent,No Flow Not Collected,150,MP-SS-2078_2015-09-13
CO-RO-9416_2014-08-09,Not Collected,,,,0.105,0.117,,Transit,Within 20 percent,Collected No Pools Present,150,CO-RO-9416_2014-08-09
GS-LS-9025_2015-06-15,Fully Collected,A,K,300,2.36,1.6,2.35,Transit,Within 10 percent,Fully Collected,300,GS-LS-9025_2015-06-15
XE-SS-5138_2014-08-01,Partially Collected,B,H,90,0.209,0.219,,Transit,Within 10 percent,Not Collected,150,XE-SS-5138_2014-08-01
AR-SS-8066_2014-06-15,Fully Collected,A,K,160,4,3.94,,Transit,Within 10 percent,Fully Collected,160,AR-SS-8066_2014-06-15
MS-SS-3127_2015-08-08,Fully Collected,A,K,150,5.79,6.09,,Transit,Within 10 percent,Fully Collected,150,MS-SS-3127_2015-08-08
MS-LS-3003_2015-08-27,Fully Collected,,,270,9.72,9.31,,Clinometer,Within 10 percent,Fully Collected,270,MS-LS-3003_2015-08-27
MN-SS-1138_2014-08-06,Fully Collected,A,K,150,8.21,8.35,,Transit,Within 10 percent,No Flow Not Collected,150,MN-SS-1138_2014-08-06
NC-SS-9141_2014-08-04,Fully Collected,A,K,150,14.57,14.53,,Transit,Within 10 percent,No Flow Not Collected,150,NC-SS-9141_2014-08-04
5047_2015-07-31,Fully Collected,A,K,150,3.1,3.11,,Transit,Within 10 percent,Fully Collected,150,5047_2015-07-31
XN-LS-4021_2015-07-09,Fully Collected,A,K,150,2.13,1.5,1.45,Transit,Within 10 percent,Collected No Pools Present,150,XN-LS-4021_2015-07-09
AA-STR-0016_2015-08-02,Fully Collected,A,K,380,5.452872,,,Transit,Only one pass,Not Collected,380,AA-STR-0016_2015-08-02
MN-RO-1081_2015-09-27,Fully Collected,A,K,580,2.51,2.46,,Transit,Within 10 percent,Fully Collected,580,MN-RO-1081_2015-09-27
XE-SS-5105_2014-07-18,Not Collected,,,,,,,null,,Fully Collected,150,XE-SS-5105_2014-07-18
XS-LS-6039_2014-06-27,Not Collected,,,,,,,null,,Not Collected,150,XS-LS-6039_2014-06-27
XE-LS-5030_2014-06-09,Fully Collected,A,K,150,1.6,1.52,,Transit,Within 10 percent,Fully Collected,150,XE-LS-5030_2014-06-09
MN-LS-1018_2015-07-06,Fully Collected,A,K,150,1.03,1.05,,Transit,Within 10 percent,No Flow Not Collected,150,MN-LS-1018_2015-07-06
CO-LS-9421_2015-07-06,Partially Collected,A,G,90,0.2,0.19,,Transit,Within 10 percent,Not Collected,90,CO-LS-9421_2015-07-06
XS-SS-6111_2015-06-12,Fully Collected,A,K,150,5.52,5.41,,Transit,Within 10 percent,Collected No Pools Present,150,XS-SS-6111_2015-06-12
4403_2015-08-27,Fully Collected,A,K,150,7.54,7.53,,Transit,Within 10 percent,Fully Collected,150,4403_2015-08-27
OT-LS-7012_2014-06-22,Not Collected,,,,,,,null,,Not Collected,1030,OT-LS-7012_2014-06-22
XE-LS-5027_2014-07-07,Fully Collected,A,K,150,1.4,1.26,,Transit,Within 20 percent,Fully Collected,150,XE-LS-5027_2014-07-07
XE-LS-5023_2015-08-22,Fully Collected,A,K,150,3.99,4.03,,Transit,Within 10 percent,Fully Collected,150,XE-LS-5023_2015-08-22
OT-RM-7084_2015-07-12,Not Collected,,,,,,,null,,Not Collected,768,OT-RM-7084_2015-07-12
GS-SS-9006_2015-06-23,Fully Collected,A,K,150,2.93,3.08,,Transit,Within 10 percent,Fully Collected,150,GS-SS-9006_2015-06-23
NC-SS-9144_2015-08-26,Fully Collected,A,K,150,8.51,8.46,,Transit,Within 10 percent,No Flow Not Collected,150,NC-SS-9144_2015-08-26
MN-LS-1009_2014-08-05,Fully Collected,A,K,320,11.12,11.54,,Transit,Within 10 percent,Fully Collected,320,MN-LS-1009_2014-08-05
MN-RO-1083_2014-07-25,Not Collected,,,,,,,null,,Not Collected,1060,MN-RO-1083_2014-07-25
OT-SS-7140_2015-08-22,Fully Collected,,,150,1.53,,,Transit,Only one pass,No Flow Not Collected,150,OT-SS-7140_2015-08-22
MS-SS-3118_2014-08-18,Partially Collected,H,K,75,5.09,5.33,,Transit,Within 10 percent,Fully Collected,75,MS-SS-3118_2014-08-18
XE-SS-5114_2014-07-18,Fully Collected,A,K,150,8.78,8.8,,Transit,Within 10 percent,Not Collected,150,XE-SS-5114_2014-07-18
TP-SS-8267_2015-08-31,Fully Collected,A,K,150,5.08,5.14,,Transit,Within 10 percent,No Flow Not Collected,150,TP-SS-8267_2015-08-31
NC-LS-9186_2015-08-16,Fully Collected,,,150,8.92,8.39,,Clinometer,Within 10 percent,No Flow Not Collected,150,NC-LS-9186_2015-08-16
NB-SS-9108_2015-07-12,Fully Collected,A,K,150,5.52,5.61,,Transit,Within 10 percent,No Flow Not Collected,150,NB-SS-9108_2015-07-12
MS-SS-3097_2014-07-06,Fully Collected,,,150,9.99,,,Clinometer,Only one pass,Fully Collected,150,MS-SS-3097_2014-07-06
CO-SS-9419_2015-08-21,Fully Collected,,,150,,,,Clinometer,Only one pass,Fully Collected,150,CO-SS-9419_2015-08-21
MP-SS-2074_2015-07-05,Fully Collected,A,K,150,1.17,1.07,,Transit,Within 10 percent,Fully Collected,150,MP-SS-2074_2015-07-05
MP-RM-2051_2015-08-14,Fully Collected,A,K,630,0.33,0.34,,Transit,Within 10 percent,Not Collected,630,MP-RM-2051_2015-08-14
CO-LS-9429_2014-08-01,Fully Collected,A,K,150,1.09,0.98,0.07,Transit,Within 20 percent,Fully Collected,150,CO-LS-9429_2014-08-01
TP-SS-8252_2015-09-14,Fully Collected,A,K,150,12.48,12.48,,Transit,Within 10 percent,Not Collected,150,TP-SS-8252_2015-09-14
XN-RO-4085_2014-06-19,Fully Collected,A,K,240,1.49,1.45,,Transit,Within 10 percent,Fully Collected,240,XN-RO-4085_2014-06-19
CO-RO-9436_2015-10-12,Not Collected,,,,,,,null,,Not Collected,3430,CO-RO-9436_2015-10-12
TP-SS-8290_2015-09-17,Fully Collected,A,K,150,9.78,9.73,,Transit,Within 10 percent,Collected No Pools Present,150,TP-SS-8290_2015-09-17
EL-LS-8136_2014-07-07,Fully Collected,A,K,380,1.23,1.21,,Transit,Within 10 percent,Fully Collected,380,EL-LS-8136_2014-07-07
XN-LS-4027_2014-08-03,Fully Collected,,,150,0.2,,,Clinometer,Only one pass,Fully Collected,150,XN-LS-4027_2014-08-03
AF-SS2-9132_2015-07-29,Fully Collected,A,K,150,7.019544,7.019544,,Transit,Within 10 percent,Not Collected,150,AF-SS2-9132_2015-07-29
MP-SS-2105_2014-08-28,Fully Collected,A,K,150,0.309,0.304,,Transit,Within 10 percent,Fully Collected,150,MP-SS-2105_2014-08-28
CO-RO-9409_2015-08-02,Not Collected,,,,,,,null,,Not Collected,2280,CO-RO-9409_2015-08-02
AA-STR-0008_2015-08-02,Fully Collected,,,310,3.71856,3.71856,,Transit,Within 10 percent,Not Collected,310,AA-STR-0008_2015-08-02
MS-SS-3114_2015-07-26,Fully Collected,,,150,5.66,6.33,,null,Within 20 percent,Fully Collected,150,MS-SS-3114_2015-07-26
ORWLF1003_2015-07-19,Fully Collected,A,K,150,4.79,4.82,,Transit,Within 10 percent,Fully Collected,150,ORWLF1003_2015-07-19
XS-SS-6121_2015-06-17,Partially Collected,A,F,75,1.62,1.62,,Transit,Within 10 percent,Collected No Pools Present,75,XS-SS-6121_2015-06-17
MS-LS-3026_2014-07-06,Fully Collected,A,K,270,0.5,0.5,,Transit,Within 10 percent,Fully Collected,270,MS-LS-3026_2014-07-06
MN-SS-1142_2014-07-22,Fully Collected,A,K,150,10.66,10.7,,Transit,Within 10 percent,Fully Collected,150,MN-SS-1142_2014-07-22
MP-SS-2111_2014-06-19,Fully Collected,A,K,150,2.45,2.37,,Transit,Within 10 percent,Fully Collected,150,MP-SS-2111_2014-06-19
XE-SS-5155_2014-07-07,Partially Collected,A,K,75,2.91,,,Transit,Only one pass,Fully Collected,150,XE-SS-5155_2014-07-07
MP-SS-2102_2015-08-03,Partially Collected,A,K,105,5.36,,,Transit,Only one pass,Fully Collected,150,MP-SS-2102_2015-08-03
NO-RO-9200_2015-08-05,Fully Collected,A,K,630,1.33,1.3,,Transit,Within 10 percent,Fully Collected,630,NO-RO-9200_2015-08-05
XN-LS-4007_2015-07-04,Fully Collected,A,K,150,3.89,3.84,,Transit,Within 10 percent,Fully Collected,150,XN-LS-4007_2015-07-04
NW-SS-9267_2014-06-26,Fully Collected,A,K,150,0.915,1.147,,Transit,Not within 20 percent,Not Collected,150,NW-SS-9267_2014-06-26
XN-SS-4114_2015-07-03,Not Collected,,,,,,,null,,Fully Collected,150,XN-SS-4114_2015-07-03
GS-LS-9027_2015-06-25,Fully Collected,A,K,150,3.11,3.06,,Transit,Within 10 percent,Fully Collected,150,GS-LS-9027_2015-06-25
CO-SS-9425_2014-07-04,Fully Collected,A,K,150,4.4,4.37,,Transit,Within 10 percent,Fully Collected,150,CO-SS-9425_2014-07-04
OT-LS-7006_2014-06-16,Fully Collected,A,K,150,6.73,6.76,,Transit,Within 10 percent,Not Collected,150,OT-LS-7006_2014-06-16
NB-LS-9114_2015-08-13,Partially Collected,B,I,105,3.17,3.18,,Transit,Within 10 percent,No Flow Not Collected,120,NB-LS-9114_2015-08-13
762_2015-08-28,Fully Collected,A,K,150,1.73,1.61,,Transit,Within 10 percent,Fully Collected,150,762_2015-08-28
AF-LS4-9127_2014-08-06,Fully Collected,A,K,460,1.405128,1.405128,,Transit,Within 10 percent,Not Collected,460,AF-LS4-9127_2014-08-06
XN-LS-4026_2015-07-12,Partially Collected,,,126,0.51,,,Clinometer,Only one pass,Fully Collected,126,XN-LS-4026_2015-07-12
NY-SS-9222_2015-07-11,Fully Collected,A,K,150,3.86,3.88,,Transit,Within 10 percent,Fully Collected,150,NY-SS-9222_2015-07-11
1530_2015-08-29,Fully Collected,A,K,150,1.7,1.71,,Transit,Within 10 percent,Fully Collected,150,1530_2015-08-29
XN-SS-4143_2015-08-03,Fully Collected,A,K,150,6.42,,,Transit,Only one pass,Fully Collected,150,XN-SS-4143_2015-08-03
XN-SS-4164_2015-09-10,Fully Collected,A,K,150,0,13.45,13.37,Transit,Within 10 percent,Fully Collected,150,XN-SS-4164_2015-09-10
AA-STR-0010_2014-07-30,Not Collected,,,,,,,null,,Not Collected,150,AA-STR-0010_2014-07-30
MS-RM-3075_2014-08-25,Not Collected,,,,,,,null,,Not Collected,1780,MS-RM-3075_2014-08-25
CO-RO-9422_2015-07-21,Not Collected,,,,,,,null,,Not Collected,1640,CO-RO-9422_2015-07-21
XS-LS-6007_2015-06-16,Fully Collected,A,K,150,3.99,4.07,,Transit,Within 10 percent,Fully Collected,150,XS-LS-6007_2015-06-16
MS-RO-3089_2014-06-21,Fully Collected,A,K,150,0.39,0.4,,Transit,Within 10 percent,Fully Collected,150,MS-RO-3089_2014-06-21
XE-SS-5105_2014-08-05,Fully Collected,A,K,150,7.17,7.25,,Transit,Within 10 percent,Fully Collected,150,XE-SS-5105_2014-08-05
OT-RM-7083_2014-06-19,Not Collected,,,,,,,null,,Not Collected,750,OT-RM-7083_2014-06-19
XE-LS-5021_2014-06-13,Not Collected,,,,0,,,Transit,Only one pass,Fully Collected,150,XE-LS-5021_2014-06-13
GS-RO-9001_2015-06-22,Fully Collected,,,390,6.11,,,Clinometer,Only one pass,Fully Collected,390,GS-RO-9001_2015-06-22
MP-SS-2097_2015-07-31,Partially Collected,A,K,105,7.38,10.44,10.515,Transit,Within 10 percent,Fully Collected,150,MP-SS-2097_2015-07-31
GS-RO-9017_2015-06-21,Partially Collected,,,465,11.68,,,Clinometer,Only one pass,Not Collected,930,GS-RO-9017_2015-06-21
MN-SS-1145_2014-07-19,Fully Collected,A,K,150,3.79,3.96,,Transit,Within 10 percent,Fully Collected,150,MN-SS-1145_2014-07-19
OT-SS-7108_2014-06-15,Fully Collected,A,K,150,2.99,2.98,,Transit,Within 10 percent,No Flow Not Collected,150,OT-SS-7108_2014-06-15
CO-RO-9412_2015-08-15,Fully Collected,,,650,2.56,1.92,,Clinometer,Not within 20 percent,Collected No Pools Present,650,CO-RO-9412_2015-08-15
AA-STR-0017_2015-08-10,Not Collected,,,,,,,null,,Not Collected,360,AA-STR-0017_2015-08-10
MN-SS-1146_2015-07-07,Partially Collected,A,K,135,6.16,6.23,,Transit,Within 10 percent,Collected No Pools Present,135,MN-SS-1146_2015-07-07
OT-RO-7095_2014-06-21,Not Collected,,,,,,,null,,Not Collected,290,OT-RO-7095_2014-06-21
AF-SS2-9135_2015-07-14,Fully Collected,A,K,200,0.332232,0.332232,,Transit,Within 10 percent,Not Collected,200,AF-SS2-9135_2015-07-14
CO-RO-9420_2015-08-11,Not Collected,,,,,,,null,,Not Collected,240,CO-RO-9420_2015-08-11
MS-RM-3073_2014-08-24,Not Collected,,,,,,,null,,Not Collected,1800,MS-RM-3073_2014-08-24
OT-SS-7154_2015-07-31,Fully Collected,A,K,150,6.69,6.56,,Transit,Within 10 percent,Fully Collected,150,OT-SS-7154_2015-07-31
MN-LS-1008_2015-07-10,Not Collected,,,,,,,null,,Not Collected,880,MN-LS-1008_2015-07-10
MN-SS-1140_2014-07-18,Fully Collected,A,K,150,4.74,6.35,6.28,Transit,Within 10 percent,Fully Collected,150,MN-SS-1140_2014-07-18
XS-SS-6095_2015-07-12,Fully Collected,A,K,150,15.52,15.95,,Transit,Within 10 percent,Fully Collected,150,XS-SS-6095_2015-07-12
AS-LS3-9017_2014-07-26,Partially Collected,A,K,305,4.23672,4.23672,,Transit,Within 10 percent,Not Collected,610,AS-LS3-9017_2014-07-26
OT-SS-7154_2015-07-25,Fully Collected,A,K,150,6.39,6.39,,Transit,Within 10 percent,Fully Collected,150,OT-SS-7154_2015-07-25
NO-RO-9205_2015-06-23,Fully Collected,A,K,750,0.73,0.73,,Transit,Within 10 percent,Fully Collected,750,NO-RO-9205_2015-06-23
MS-SS-3129_2014-07-07,Fully Collected,,,150,9.69,,,Clinometer,Only one pass,Fully Collected,150,MS-SS-3129_2014-07-07
CO-SS-9441_2015-08-23,Fully Collected,A,K,150,5.75,5.79,,Transit,Within 10 percent,Fully Collected,150,CO-SS-9441_2015-08-23
XN-LS-4018_2015-07-12,Fully Collected,A,K,150,2.83,2.99,,Transit,Within 10 percent,Fully Collected,150,XN-LS-4018_2015-07-12
AS-SS2-9022_2014-07-24,Partially Collected,A,K,60,2.115312,2.115312,,Transit,Within 10 percent,Not Collected,150,AS-SS2-9022_2014-07-24
AF-SS1-9146_2015-07-30,Fully Collected,A,K,150,3.913632,,,Transit,Only one pass,Not Collected,150,AF-SS1-9146_2015-07-30
NO-LS-9203_2015-06-15,Partially Collected,B,K,135,1.55,1.47,,Transit,Within 10 percent,Fully Collected,150,NO-LS-9203_2015-06-15
XN-LS-4010_2015-07-11,Not Collected,,,,,,,null,,Fully Collected,75,XN-LS-4010_2015-07-11
CO-LS-9400_2014-08-05,Fully Collected,A,K,150,0.239,0.218,,Transit,Within 10 percent,Fully Collected,150,CO-LS-9400_2014-08-05
OT-SS-7153_2015-07-22,Fully Collected,A,K,420,0.66,0.68,,Transit,Within 10 percent,Not Collected,420,OT-SS-7153_2015-07-22
XS-RM-6072_2015-09-01,Not Collected,,,,,,,null,,Not Collected,360,XS-RM-6072_2015-09-01
MP-LS-2010_2014-06-23,Fully Collected,A,K,880,3.68,,,Transit,Only one pass,Fully Collected,880,MP-LS-2010_2014-06-23
4528_2015-08-17,Fully Collected,A,K,150,22.06,22,,Transit,Within 10 percent,Fully Collected,150,4528_2015-08-17
EL-LS-8126_2014-07-04,Fully Collected,A,K,150,0.5,0.52,,Transit,Within 10 percent,Not Collected,150,EL-LS-8126_2014-07-04
MP-SS-2078_2015-09-12,Fully Collected,A,K,150,13.62,14.14,,Transit,Within 10 percent,No Flow Not Collected,150,MP-SS-2078_2015-09-12
MS-RM-3072_2014-08-21,Not Collected,,,,,,,null,,Not Collected,1400,MS-RM-3072_2014-08-21
NW-SS-9261_2014-07-31,Fully Collected,A,K,150,17.78,17.73,,Transit,Within 10 percent,No Flow Not Collected,150,NW-SS-9261_2014-07-31
AA-STR-0012_2015-07-07,Fully Collected,A,K,150,3.267456,3.267456,,Transit,Within 10 percent,Not Collected,150,AA-STR-0012_2015-07-07
XN-LS-4028_2015-07-11,Fully Collected,A,K,150,2.28,2.28,,Transit,Within 10 percent,Fully Collected,150,XN-LS-4028_2015-07-11
NC-SS-9167_2015-08-25,Partially Collected,C,K,120,14.06,4.87,14.07,Transit,Within 10 percent,No Flow Not Collected,150,NC-SS-9167_2015-08-25
5048_2015-07-30,Fully Collected,A,K,150,0.84,0.8,,Transit,Within 10 percent,Fully Collected,150,5048_2015-07-30
MP-LS-2005_2015-06-21,Not Collected,,,,,,,null,,Not Collected,480,MP-LS-2005_2015-06-21
XE-SS-5143_2014-06-11,Fully Collected,A,K,150,0.99,1.03,,Transit,Within 10 percent,Fully Collected,150,XE-SS-5143_2014-06-11
XS-LS-6024_2014-06-13,Not Collected,,,,,,,null,,Not Collected,75,XS-LS-6024_2014-06-13
MN-SS-1105_2015-07-30,Not Collected,,,,,,,null,,Fully Collected,150,MN-SS-1105_2015-07-30
CO-LS-9407_2015-08-28,Not Collected,,,,,,,null,,Fully Collected,150,CO-LS-9407_2015-08-28
MP-SS-2091_2014-08-14,Fully Collected,A,K,150,0.98,1.03,,Transit,Within 10 percent,Fully Collected,150,MP-SS-2091_2014-08-14
CO-RO-9431_2015-08-30,Not Collected,,,,,,,null,,Not Collected,2000,CO-RO-9431_2015-08-30
1528_2015-08-04,Fully Collected,A,K,150,3.03,3.02,,Transit,Within 10 percent,No Flow Not Collected,150,1528_2015-08-04
GS-LS-9032_2015-08-19,Fully Collected,,,150,0.49,0.87,,Clinometer,Not within 20 percent,Fully Collected,150,GS-LS-9032_2015-08-19
MP-LS-2003_2014-09-11,Fully Collected,A,K,230,3.31,,,Transit,Only one pass,Fully Collected,230,MP-LS-2003_2014-09-11
MP-SS-2114_2015-09-14,Fully Collected,A,K,150,22.86,22.78,,Transit,Within 10 percent,Not Collected,150,MP-SS-2114_2015-09-14
CO-LS-9410_2015-09-12,Fully Collected,,,150,0.99,1.77,,Clinometer,Not within 20 percent,Fully Collected,150,CO-LS-9410_2015-09-12
MS-LS-3005_2015-07-25,Not Collected,,,,,,,null,,Fully Collected,125,MS-LS-3005_2015-07-25
MN-SS-1143_2014-07-22,Partially Collected,A,I,120,2.97,0.37,3.22,Transit,Within 10 percent,Fully Collected,135,MN-SS-1143_2014-07-22
AF-SS2-9149_2015-08-01,Fully Collected,A,K,150,6.29412,,,Transit,Only one pass,Not Collected,150,AF-SS2-9149_2015-08-01
XE-SS-5154_2015-07-28,Fully Collected,A,K,150,2.53,2.66,,Transit,Within 10 percent,Collected No Pools Present,150,XE-SS-5154_2015-07-28
NO-SS-9204_2015-08-07,Not Collected,,,,,,,null,,Fully Collected,150,NO-SS-9204_2015-08-07
AF-SS1-9148_2015-07-31,Fully Collected,A,K,160,18.2118,,,Transit,Only one pass,Not Collected,160,AF-SS1-9148_2015-07-31
MP-RO-2057_2015-06-23,Not Collected,,,,,,,null,,Not Collected,1840,MP-RO-2057_2015-06-23
OT-SS-7150_2015-07-25,Fully Collected,A,K,150,1.93,1.86,,Transit,Within 10 percent,Fully Collected,150,OT-SS-7150_2015-07-25
MP-SS-2082_2015-08-26,Partially Collected,A,G,90,1.78,1.71,,Transit,Within 10 percent,Not Collected,90,MP-SS-2082_2015-08-26
XS-SS-6146_2014-06-10,Partially Collected,A,K,90,5.61,,,Transit,Only one pass,Fully Collected,150,XS-SS-6146_2014-06-10
AR-RV-8047_2014-07-02,Not Collected,,,,,,,null,,Fully Collected,360,AR-RV-8047_2014-07-02
AR-RV-8001_2014-06-29,Fully Collected,,,390,4.66,4.67,,Transit,Within 10 percent,Collected No Pools Present,390,AR-RV-8001_2014-06-29
